disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
4439,disco duro SSD,4.3,PC multimedia,Desktop,27.0,,3.0,,256.0,8.0,89.0,4.0,"HP Slim S01
S01-pF2044ns",HP,"Ethernet, wifi, Bluetooth",9.0,ninguno,8.0,FreeDOS,,,DDR4,Intel UHD Graphics 730,,30.0,1,,,memoria compartida,,,2933.0,1.0,,,3.300 MHz,,12.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1801,,5.6,Portátil gaming,Laptop,27.0,2.0,2.86,,,,,24.0,Medion Erazer Beast X40 2024,Medion,"wifi, Bluetooth",38.0,,32.0,Windows 11 Home,2024.0,L3,,,17.3,,2,43.0,33.0,,WQXGA,99.9,,,,,"1,6 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
7141,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-110 PC Gamer i5-10400 / RTX 4060 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 4060 Ti,,,1,,,8192 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4056,disco duro M.2 SSD,,Mini PC,Desktop,17.0,,,,256.0,,,,"HP Pro Mini 260 G9
624A0ET",HP,wifi,17.0,ninguno,8.0,Microsoft Windows 11 Professional,,,DDR4,Intel Iris Xe Graphics,,3.0,4,,,memoria compartida,,,,1.0,,,,,,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6874,disco duro SSD,5.6,PC gaming,Desktop,,,,,2000.0,24.0,120.0,12.0,Sedatech UCCE406I1I1HF (Ryzen 9 7900X3D / Radeon RX 7900 GRE / 64GB / 2TB),Sedatech,"wifi, Bluetooth",,,64.0,,,,,AMD Radeon RX 7900 GRE,,,1,,,16384 MB,,,,1.0,,,4.400 MHz,"4,4 GHz",128.0,AMD Ryzen 9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2412,SSD,,Portátil multimedia,Laptop,21.0,2.0,1.29,Thunderbolt 3,512.0,,,8.0,"Apple MacBook Air 13"" 2020
Silver (MGNA3Y/A)",Apple,"wifi, Bluetooth",30.0,,8.0,macOS Big Sur,2020.0,,,,13.3,,1,33.0,16.0,,,50.0,,1.0,12.0,,,,,,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,plateado
2679,,4.9,Portátil gaming,Laptop,25.0,2.0,1.86,HDMI 2.1,512.0,,,10.0,"MSI Thin 15 B13
B13VE-2446ES",MSI,"wifi, Bluetooth, LAN",35.0,ninguno,16.0,Windows 11 Home,2024.0,L3,DDR4,NVIDIA GeForce RTX 4050,15.6,,2,39.0,21.0,6.144 MB / 6 GB,Full HD,52.4,3200.0,1.0,7.0,250.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
914,SSD,5.6,Portátil gaming,Laptop,26.0,4.0,2.5,,1000.0,,,24.0,"ASUS ROG Strix SCAR G16 G634
G634JZR-N4049W",ASUS,"wifi, Bluetooth, LAN",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4080,16.0,,1,40.0,30.0,12.288 MB / 12 GB,,90.0,,1.0,,,"1,6 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
1463,,4.8,Portátil profesional,Laptop,22.0,2.0,1.39,HDMI 2.1,512.0,,,12.0,"HP ProBook 440 G11
A37YRET",HP,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 11 Professional,2024.0,L3,DDR5,Intel Graphics,14.0,,20,35.0,17.0,memoria compartida,,56.0,5600.0,1.0,,300.0,"3,8 GHz",,12.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
7570,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-55 Gaming PC i5-10400 / GT 1030,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce GT 1030,,,1,,,2048 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4476,disco duro M.2 SSD,6.0,PC gaming,Desktop,30.0,,7.2,,2000.0,32.0,125.0,24.0,"Corsair ONE i500
CS-9020039-PE",Corsair,"wifi, Bluetooth, Ethernet",18.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA GeForce RTX 4080 Super,,39.0,3,,,16384 MB,,,6000.0,1.0,,,,"3,2 GHz",36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gris
5529,disco duro M.2 SSD,5.0,Mini PC,Desktop,17.0,,,,256.0,20.0,65.0,14.0,"HP Elite Mini 800 G9
5M9X5EA",HP,"Ethernet, wifi, Bluetooth",17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,3.0,2,,,memoria compartida,,,4800.0,1.0,,,,"2,6 GHz",24.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
6675,,,Barebone,Desktop,3.0,,,,,,,,Intel NUC 9,Intel,"Ethernet, Bluetooth, wifi",20.0,,,,,,,,,13.0,1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3925,SSD,4.0,Portátil multimedia,Laptop,21.0,,1.38,HDMI,256.0,,,6.0,"HP ProBook 445 G9
9V1F5AT",HP,"wifi, Bluetooth, LAN",32.0,,8.0,Windows 11 Professional,2022.0,L3,DDR4,AMD Radeon Graphics,14.0,,1,35.0,20.0,memoria compartida,Full HD,51.3,3200.0,1.0,20.5,,"2,1 GHz",,16.0,AMD Ryzen 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,plateado
4185,,,Mini PC,Desktop,17.0,,,,,,,,HP Elite Mini 600 G9,HP,"Ethernet, wifi, Bluetooth",17.0,,,,,,,,,3.0,28,,,memoria compartida,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
1584,,4.4,Portátil multimedia,Laptop,24.0,2.0,1.74,HDMI,512.0,,,6.0,"HP 250 G9
6S7B3EA",HP,"wifi, Bluetooth",35.0,,8.0,Free DOS,2022.0,L3,DDR4,Intel UHD Graphics,15.6,,3,39.0,20.0,memoria compartida,Full HD,41.0,3200.0,1.0,,250.0,"0,9 GHz",,10.0,Intel Core i3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
3798,SSD,4.5,Portátil multimedia,Laptop,25.0,,2.5,,512.0,,,14.0,"HP Envy 17 2024
17-da0157ng",HP,"wifi, Bluetooth",39.0,,16.0,Windows 11 Home,2024.0,L3,,Intel Arc Graphics,17.3,,1,43.0,20.0,memoria compartida,Full HD,83.0,,1.0,9.25,300.0,"3,6 GHz",,18.0,Intel Core Ultra 5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
7598,disco duro M.2 SSD,5.0,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox VIII-220 SG PC Gamer i9-11900F / RTX 4060 Ti,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 4060 Ti,,,1,,,,,,,,,,2.500 MHz,"2,2 GHz",16.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4268,disco duro M.2 SSD,4.9,,Desktop,41.0,,,,1024.0,20.0,180.0,12.0,"iggual ST PSIPCH
PSIPCH707",iggual,Ethernet,17.0,ninguno,16.0,ninguno,,,DDR4,Intel UHD Graphics 770,,36.0,11,,,memoria compartida,,,3200.0,1.0,,,2.100 MHz,,25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
2361,SSD,,Portátil multimedia,Laptop,23.0,6.0,1.51,Thunderbolt 4,512.0,,,8.0,"Apple MacBook Air 15"" 2024 M3
Midnight MRYV3FN/A",Apple,"wifi, Bluetooth",34.0,ninguno,8.0,macOS Sequoia,2024.0,,,Apple M3 Graphics,15.3,,2,38.0,12.0,memoria compartida,Retina,66.5,,1.0,15.0,500.0,,,,Apple M3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,negro
6893,disco duro M.2 SSD,4.7,PC multimedia,Desktop,32.0,,7.6,,512.0,,65.0,,MSI PRO DP180 14-447XDE,MSI,"wifi, Bluetooth, Ethernet",16.0,ninguno,16.0,ninguno,,,DDR4,Intel UHD Graphics,,36.0,1,,,memoria compartida,,,3200.0,1.0,,,,"2,5 GHz",20.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,negro
3500,SSD,4.1,Portátil multimedia,Laptop,23.0,,1.7,HDMI,256.0,,,2.0,"ASUS Vivobook 15 X513
X513EA-BQ687T",ASUS,wifi,35.0,ninguno,8.0,Windows 10 Home,2020.0,L3,DDR4,Intel UHD Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,42.0,,1.0,,,3 GHz,,6.0,Intel Core i3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3693,,5.0,Portátil multimedia,Laptop,23.0,,2.01,,1000.0,,,14.0,"HP ZBook Power G10
98P89ET",HP,"LAN, wifi, Bluetooth",35.0,ninguno,32.0,Windows 11 Professional,2023.0,L3,DDR5,Intel Iris Xe Graphics,15.6,,1,39.0,23.0,memoria compartida,,83.0,5200.0,1.0,,400.0,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
3113,SSD,5.6,Portátil gaming,Laptop,29.0,2.0,3.0,,1000.0,,,24.0,"MSI Vector GP78 HX
13VI-464",MSI,"LAN, wifi, Bluetooth",38.0,ninguno,32.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4090,17.3,,1,43.0,29.0,16.384 MB / 16 GB,WQXGA,90.0,,1.0,,,"1,6 GHz",,36.0,Intel Core i9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,gris
3902,SSD,4.0,Portátil multimedia,Laptop,23.0,,1.7,HDMI,512.0,,,6.0,"Lenovo V15 G3
82TV006QGE",Lenovo,"LAN, wifi, Bluetooth",35.0,,8.0,Windows 11 Home,2022.0,L3,,AMD Radeon Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,35.0,,1.0,,250.0,"2,1 GHz",,16.0,AMD Ryzen 5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,negro
4824,disco duro SSD,,PC de oficina,Desktop,,,6.1,,480.0,,,,Zone Evil Office Home 22H510,Zone,Ethernet,,,8.0,FreeDOS,,,DDR4,,,,7,,,memoria compartida,,,2666.0,1.0,,,,,,Intel Pentium Gold,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4770,disco duro SSD,4.4,,Desktop,17.0,,,,500.0,12.0,65.0,6.0,"Zone Evil Office Plus 22AH510I
22AH510I562",Zone,Ethernet,37.0,,16.0,Microsoft Windows 11 Home,,,DDR4,Intel UHD Graphics,,35.0,4,,,memoria compartida,,,3200.0,1.0,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3105,SSD,,Portátil gaming,Laptop,25.0,,2.3,HDMI 2.0,512.0,,,,"ASUS TUF Gaming A15 FA506 (2023)
FA506NC-HN002W",ASUS,"wifi, Bluetooth, LAN",35.0,,8.0,Windows 11 Home,2020.0,,,NVIDIA GeForce RTX 3050,15.6,,1,39.0,25.0,,Full HD,48.0,,1.0,,,,,,AMD Ryzen 5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,negro
4359,sin disco duro,,,Desktop,13.0,,,,,,,,"ASUS ExpertCenter PN52
PN52-BBR758HD",ASUS,"Ethernet, wifi, Bluetooth",12.0,ninguno,,ninguno,,,DDR4,AMD Radeon Graphics,,5.0,22,,,memoria compartida,,,,0.0,,,,,,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
6427,disco duro SSD,4.1,PC gaming,Desktop,,,,,1000.0,16.0,105.0,8.0,Sedatech UCCL710I1I1HF - Watercooling Gaming-PC,Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4060 Ti,,,1,,,,,,,,,,3.000 MHz,3 GHz,96.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
4673,disco duro SSD,2.9,,Desktop,,,,,,2.0,10.0,2.0,Shuttle XPC slim DL20NV2,Shuttle,"Ethernet, wifi",,ninguno,,ninguno,,,DDR4,Intel UHD Graphics,,,3,,,memoria compartida,,,,0.0,,,2.000 MHz,2 GHz,4.0,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
254,SSD,,Portátil multimedia,Laptop,25.0,2.0,1.89,HDMI,,,,,Lenovo IdeaPad Slim 5 16 (2024),Lenovo,"wifi, Bluetooth",35.0,,,Windows 11 Home,2024.0,L3,,,16.0,,17,40.0,17.0,,,57.0,,1.0,10.0,300.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
4483,disco duro M.2 SSD,5.1,Mini PC,Desktop,13.0,,,,1000.0,24.0,,12.0,Beelink SER9 (Ryzen AI 9 HX 370 32GB + 1TB),Beelink,"wifi, Bluetooth, Ethernet",13.0,ninguno,32.0,,,,DDR5,AMD Radeon 890M,,4.0,1,,,memoria compartida,,,7500.0,1.0,,,,,,AMD Ryzen AI 9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
4122,,,Mini PC,Desktop,35.0,,,,,,,,Intel NUC 12,Intel,,12.0,,,,,,,,,18.0,34,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6594,disco duro SSD,5.0,PC gaming,Desktop,44.0,,,VGA,1000.0,12.0,65.0,6.0,"Captiva Advanced Gaming R79
R79-563",Captiva,Ethernet,21.0,,16.0,ninguno,,,DDR5,NVIDIA GeForce RTX 4060 Ti,,46.0,1,,,16384 MB,,,,,,,3.700 MHz,"3,7 GHz",32.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
221,,5.1,Portátil gaming,Laptop,24.0,4.0,1.85,,1000.0,,,12.0,"ASUS ROG Zephyrus G16 GA605
GA605WV-QR016W",ASUS,"wifi, Bluetooth",35.0,ninguno,32.0,Windows 11 Home,2024.0,L3,LPDDR5X,NVIDIA GeForce RTX 4060,16.0,,2,40.0,16.0,8.192 MB / 8 GB,2.5K,90.0,,1.0,,,2 GHz,,36.0,AMD Ryzen AI 9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,blanco
267,SSD,4.8,Portátil multimedia,Laptop,22.0,4.0,1.23,,512.0,,,16.0,"Samsung Galaxy Book 4 Pro 14
NP944XGK-KG2ES",Samsung,"wifi, Bluetooth",31.0,,32.0,Windows 11 Professional,2024.0,L3,LPDDR5X,Intel Arc Graphics,14.0,,13,35.0,12.0,memoria compartida,WQXGA+,63.0,,1.0,,400.0,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
107,SSD,,Portátil multimedia,Laptop,23.0,6.0,1.51,Thunderbolt 4,256.0,,,,"Apple MacBook Air 15"" 2024 M3
Starlight MRYR3Y/A",Apple,"wifi, Bluetooth",34.0,ninguno,8.0,macOS Sequoia,2024.0,,,Apple M3 Graphics,15.3,,9,38.0,12.0,memoria compartida,Retina,66.5,,1.0,15.0,500.0,,,,Apple M3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,dorado
7152,disco duro M.2 SSD,5.2,PC gaming,Desktop,,,,,1000.0,24.0,65.0,16.0,Vibox VII-43 Gaming PC i7-13700F / RTX 4070,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 4070,,,1,,,12288 MB,,,,,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1239,SSD,5.0,Portátil multimedia,Laptop,25.0,2.0,1.4,,512.0,,,12.0,"LG Gram 17 (2023)
17Z90R-E.AD75B",LG,"Bluetooth, wifi",37.0,ninguno,32.0,Windows 11 Home,2023.0,L3,LPDDR5,NVIDIA GeForce RTX 3050,17.3,,19,43.0,18.0,4.096 MB,WQXGA,80.0,6000.0,,20.0,350.0,"2,2 GHz",,18.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
4965,disco duro M.2 SSD,5.2,Workstation,Desktop,30.0,,,,512.0,24.0,219.0,16.0,"HP Elite Tower 600 G9
600 G9 Tower 881L4EA",HP,Ethernet,15.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,33.0,4,,,memoria compartida,,,,1.0,,,2.100 MHz,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
7126,disco duro SSD,5.0,PC gaming,Desktop,,,,,2000.0,16.0,120.0,8.0,Actina PBM 7800X3D / 32GB / 2TB / RTX4090 / 1000W / W11H (KOMACNGIP0057),Actina,,,,32.0,Microsoft Windows 11 Home,,,,NVIDIA GeForce RTX 4090,,,1,,,,,,,1.0,,,4.200 MHz,"4,2 GHz",96.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
5625,disco duro M.2 SSD,5.6,Workstation,Desktop,38.0,,,DisplayPort,1000.0,28.0,125.0,20.0,"HP Workstation Z2 G9 Tower
8T1K3EA",HP,Ethernet,16.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,NVIDIA RTX A2000,,35.0,1,,,12288 MB,,,4800.0,1.0,,,,"3,4 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,negro
1531,PCIe SSD,4.2,Portátil multimedia,Laptop,23.0,2.0,1.8,HDMI,512.0,,,4.0,"ASUS Vivobook 15 (F515)
F515EA-BQ3013W",ASUS,"wifi, Bluetooth",36.0,ninguno,8.0,Windows 11 Home,2021.0,L3,DDR4,Intel UHD Graphics,15.6,,4,39.0,20.0,memoria compartida,Full HD,37.0,,1.0,,,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
3495,SSD,4.7,Portátil gaming,Laptop,27.0,2.0,2.6,HDMI 2.1,1000.0,,,10.0,"MSI Katana 17 B12
B12VEK-081",MSI,"LAN, wifi, Bluetooth",39.0,,16.0,Windows 11 Home,2023.0,L3,DDR5,NVIDIA GeForce RTX 4050,17.3,,1,43.0,25.0,6.144 MB / 6 GB,Full HD,53.5,,1.0,,,"1,7 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
5075,disco duro SSD,,Mini PC,Desktop,19.0,,1.3,,512.0,,,,"Apple Mac mini M2 (2023)
MNH73FN/A",Apple,"Ethernet, wifi, Bluetooth",19.0,ninguno,16.0,macOS Ventura,,,,Apple M2 Pro GPU,,3.0,2,,,,,,,1.0,,,,,,Apple M2 Pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gris
303,,,Chromebook,Laptop,22.0,,1.45,,,,,,ASUS ChromeBook CX1400,ASUS,"wifi, Bluetooth",32.0,,,,2021.0,,,,14.0,,32,35.0,19.0,,,38.0,,,10.0,250.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,
7364,disco duro M.2 SSD,4.0,PC gaming,Desktop,,,,,500.0,4.0,65.0,4.0,Vibox I-19 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,16.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4124,disco duro SSD,3.9,PC de oficina,Desktop,,,7.0,,1000.0,,,,Hyper Byte Office PC i7 / 32GB / 1TB / Win 11 Pro,Office,"wifi, Ethernet",,grabadora DVD,32.0,Microsoft Windows 11 Professional,,,DDR3,,,,1,,,,,,,1.0,,,,,,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4071,disco duro M.2 SSD,,Mini PC,Desktop,8.0,,,,,,,4.0,Blackview MP80,Blackview,"Bluetooth, Ethernet, wifi",8.0,ninguno,,,,,,Intel UHD Graphics,,3.0,10,,,memoria compartida,,,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
5795,disco duro SSD,4.6,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,VIST ARGB Ryzen 7 5700X RTX 4060 32GB SSD 1TB W11 DLSS 3,VIST,,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 4060,,,1,,,,,,,1.0,,,3.400 MHz,"3,4 GHz",32.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4870,disco duro M.2 SSD,3.4,,Desktop,15.0,,,,,,,4.0,Zotac ZBOX edge MI351,Zotac,"wifi, Ethernet, Bluetooth",15.0,,,,,,DDR5,Intel UHD Graphics,,2.0,5,,,memoria compartida,,,4800.0,0.0,,,,"0,8 GHz",,Intel N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
1223,SSD,4.8,Portátil multimedia,Laptop,25.0,4.0,1.56,,512.0,,,16.0,"Samsung Galaxy Book 4 Pro 16
NP964QGK-KG2ES",Samsung,"wifi, Bluetooth",35.0,,16.0,Windows 11 Professional,2024.0,L3,LPDDR5,Intel Arc Graphics,16.0,,10,40.0,13.0,memoria compartida,WQXGA+,76.0,,1.0,,400.0,"3,8 GHz",,24.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
5062,,4.8,PC gaming,Desktop,39.0,,10.5,HDMI,500.0,16.0,65.0,8.0,"Deep Gaming Venom
81PG8I7416M5HD",Deep,"wifi, Ethernet",43.0,ninguno,16.0,ninguno,,,DDR4,NVIDIA GeForce GTX 1650,,18.0,3,,,4096 MB,,,2666.0,,,,2.900 MHz,"2,9 GHz",16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1969,SSD,4.4,Portátil multimedia,Laptop,25.0,,1.64,,512.0,,,10.0,"Lenovo ThinkPad T16
G1 21BV002PSP",Lenovo,"wifi, Bluetooth",36.0,ninguno,16.0,Windows 11 Professional,2022.0,L3,DDR4,Intel Iris Xe Graphics,16.0,,3,40.0,21.0,memoria compartida,WUXGA,52.5,3200.0,1.0,,300.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
6274,disco duro SSD,4.9,PC gaming,Desktop,42.0,,,,1000.0,16.0,65.0,8.0,"Zone Evil Gold 22B560I
22B560I794",Zone,Ethernet,21.0,,16.0,FreeDOS,,,DDR4,NVIDIA GeForce RTX 3060,,49.0,1,,,12288 MB,,,3200.0,1.0,,,2.500 MHz,,16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1451,SSD,4.4,Portátil profesional,Laptop,22.0,2.0,1.3,Thunderbolt 4,256.0,,,10.0,"Microsoft Surface Laptop 5 13.5
i5 8 GB/256 GB negro R1A-00037",Microsoft,"wifi, Bluetooth",30.0,ninguno,8.0,Windows 11 Professional,2022.0,L3,LPDDR5X,Intel Iris Xe Graphics,13.5,,1,34.0,15.0,memoria compartida,,,,1.0,18.0,400.0,"1,2 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
1948,SSD,3.4,Portátil multimedia,Laptop,25.0,2.0,2.1,HDMI,256.0,,,2.0,"Lenovo V15
82C500JTIX",Lenovo,"wifi, Bluetooth",36.0,ninguno,4.0,Windows 10 Professional,2019.0,L3,DDR4,Intel UHD Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,35.0,2666.0,1.0,6.0,,"1,2 GHz",,4.0,Intel Core i3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,gris
7933,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-37 Gaming PC i5-10400 / RTX 3050,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 3050,,,1,,,8192 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3005,SSD,5.0,Portátil gaming,Laptop,29.0,2.0,2.7,,1000.0,,,14.0,"Acer Nitro 16 (AN16-51)
AN16-51-74HY",Acer,"Bluetooth, wifi, LAN",39.0,ninguno,16.0,sin sistema operativo,2023.0,L3,DDR5,NVIDIA GeForce RTX 4050,16.0,,2,40.0,28.0,6.144 MB / 6 GB,WQXGA,90.0,,1.0,,,"1,8 GHz",,24.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
377,,4.5,Portátil profesional,Laptop,24.0,2.0,1.7,HDMI 2.1,512.0,,,8.0,"MSI Modern 15 B7M
B7M-243XES",MSI,"Bluetooth, wifi",35.0,ninguno,16.0,sin sistema operativo,2023.0,L3,DDR4,AMD Radeon Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,53.8,3200.0,1.0,,,2 GHz,,16.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
